Legislator,Party,"Vote on Energy Independence and Security Act of 2007 On Passage - Senate - H.R. 6, As Amended, 06/22/2007",Contribution Amount,Contributor Employer,Contributor Interest Group,Interest Group Position on Energy Independence and Security Act of 2007
Pete Domenici,Republican,Yes,-$2300,Strata Production Co,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,-$2300,Abo Petroleum,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,-$1000,Yates Petroleum,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,-$2300,Yates Petroleum,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,-$2300,Yates Petroleum,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,-$2300,Strata Production Co,Independent oil & gas producers,Oppose
Pete Domenici,Republican,Yes,$5000,,Independent oil & gas producers,Oppose
Byron Dorgan,Democrat,Yes,$500,Basin Exploration,Independent oil & gas producers,Oppose
Byron Dorgan,Democrat,Yes,$300,Basin Exploration,Independent oil & gas producers,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Independent oil & gas producers,Oppose
Byron Dorgan,Democrat,Yes,$1000,Neminis Inc,Independent oil & gas producers,Oppose
Byron Dorgan,Democrat,Yes,$1000,,Independent oil & gas producers,Oppose
Dick Durbin,Democrat,Yes,$500,Huot Oil,Independent oil & gas producers,Oppose
Dick Durbin,Democrat,Yes,$800,Grynberg Petroleum,Independent oil & gas producers,Oppose
Dick Durbin,Democrat,Yes,$1000,Grynberg Petroleum,Independent oil & gas producers,Oppose
Dick Durbin,Democrat,Yes,$1000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$2000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$2000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$500,Grynberg Petroleum,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$1000,Cantrell Energy,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$1000,Ward Petroleum,Independent oil & gas producers,Oppose
John Ensign,Republican,Yes,$2000,Lucas Petroleum Group,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$2000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$1000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$2500,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$1000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$2000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$1000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$2000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$3000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$1000,Eighty-Eight Oil,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$5000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$3000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,-$5000,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$2500,,Independent oil & gas producers,Oppose
Mike Enzi,Republican,No,$5000,,Independent oil & gas producers,Oppose
Russ Feingold,Democrat,Yes,$1000,Bumper Development,Independent oil & gas producers,Oppose
Russ Feingold,Democrat,Yes,$500,Krumme Oil,Independent oil & gas producers,Oppose
Dianne Feinstein,Democrat,Yes,-$500,,Independent oil & gas producers,Oppose
Dianne Feinstein,Democrat,Yes,$500,,Independent oil & gas producers,Oppose
Lindsey Graham,Republican,No,$1500,,Independent oil & gas producers,Oppose
Lindsey Graham,Republican,No,$2200,Plains Exploration & Production,Independent oil & gas producers,Oppose
Lindsey Graham,Republican,No,$2200,Plains Exploration & Production,Independent oil & gas producers,Oppose
Lindsey Graham,Republican,No,$1000,,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,Magellan Resources Group,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,Magellan Resources Group,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$2000,,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$2000,Oxbow Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$2000,Oxbow Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$2000,Oxbow Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$2000,Oxbow Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$500,Louis Dreyfus Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,Louis Dreyfus Corp,Independent oil & gas producers,Oppose
Chuck Grassley,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$1000,,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$1000,Beecherl Companies,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$1000,Beecherl Companies,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$1000,Beecherl Companies,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$1000,Beecherl Companies,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$500,Maguire Oil Co,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$500,Maguire Oil Co,Independent oil & gas producers,Oppose
Judd Gregg,Republican,Yes,$2000,,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$450,Management Resources Group,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$850,Management Resources Group,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$500,Krumme Oil,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$250,Krumme Oil,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$1000,Neminis Inc ,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$1000,Management Resources Group,Independent oil & gas producers,Oppose
Tom Harkin,Democrat,Yes,$1000,Krumme Oil,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$1000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$500,Grynberg Petroleum,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$1000,Magellan Resources Group,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,Beecherl Companies,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$2000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$1000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$1000,,Independent oil & gas producers,Oppose
Orrin G. Hatch,Republican,No,$1000,,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Oil Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Cockspur Inc,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Cockspur Inc,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Maguire Oil Co,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Beecherl Companies,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Carr Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Quintana Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Jones Management Corp,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Devon Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Independent Oil Operator & Rancher,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Clayton Williams Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Clayton Williams Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Roy M Huffington Inc,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,-$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,-$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,-$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,-$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Lyco Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Lucas Petroleum Group,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Oil & Gas Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Oil & Gas Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Oil & Gas Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Mosbacher Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Mosbacher Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Anadarko Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Pitts Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Maguire Oil Co,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$250,Oil & Gas Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$250,Oil & Gas Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Wagner & Brown,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Wagner & Brown,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Burnett Ranches/Burnett Oil Co,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Burnett Ranches/Burnett Oil Co,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Mueller Energetics,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Magnum Producing,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Manti Resources,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Carr Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$3000,,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Mosbacher Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Mosbacher Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Quintana Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Quintana Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Hunt Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Hunt Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Hunt Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Hunt Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$900,Lyco Energy,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Maguire Oil Co,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$400,Dallas Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Anadarko Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Anadarko Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Independent Oil Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Enervest Management Partners,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Oil Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Snyder Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Snyder Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Fortson Oil,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Vaughn Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Plains Exploration & Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Plains Exploration & Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Plains Exploration & Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Plains Exploration & Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$900,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1900,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2100,Moncrief Oil International,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Oil & Gas Production,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$1000,Whamtech Inc,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$500,Thompson Petroleum,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$250,Oil Producer,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,$2000,Beecherl Companies,Independent oil & gas producers,Oppose
Kay Bailey Hutchison,Republican,No,-$2000,Beecherl Companies,Independent oil & gas producers,Oppose
